global_id,provenance_split,archive_split,source_dataset,scene_id,packet_directory,metadata_member,original_observation_id,quality_category,resolution,camera_px,parent_group,candidate_split,parent_present_in_locked_physical_test,selection_view_index,source,known_development_exposure
obs_023188,train,train,3RScan,c12890d1-d3df-2d0d-868c-f9a62ca423f7,train/obs_023188,train/obs_023188/metadata.json,obs_019,LEARNABLE,0.01,"[128,192]",3RScan:c12890d8-d3df-2d0d-87cc-da303a47b893,train,True,0,3RScan,parent_pilot_development
obs_021911,train,train,3RScan,c12890d8-d3df-2d0d-87cc-da303a47b893,train/obs_021911,train/obs_021911/metadata.json,obs_019,LEARNABLE,0.01,"[128,192]",3RScan:c12890d8-d3df-2d0d-87cc-da303a47b893,train,True,1,3RScan,parent_pilot_development
obs_010277,train,train,3RScan,bf9a3da2-45a5-2e80-8219-1f0a216399fe,train/obs_010277,train/obs_010277/metadata.json,obs_015,LEARNABLE,0.01,"[128,192]",3RScan:bf9a3da2-45a5-2e80-8219-1f0a216399fe,train,True,0,3RScan,
obs_006954,train,train,3RScan,10b1794e-3938-2467-89a7-ebc89e84cf88,train/obs_006954,train/obs_006954/metadata.json,obs_015,LEARNABLE,0.01,"[128,192]",3RScan:bf9a3da2-45a5-2e80-8219-1f0a216399fe,train,True,1,3RScan,
obs_007286,train,train,3RScan,d7d40d4c-7a5d-2b36-95c1-5f6c9147caf0,train/obs_007286,train/obs_007286/metadata.json,obs_019,LEARNABLE,0.01,"[128,192]",3RScan:d7d40d4e-7a5d-2b36-97e7-34324c52ac42,train,True,0,3RScan,
obs_008098,train,train,3RScan,d7d40d4e-7a5d-2b36-97e7-34324c52ac42,train/obs_008098,train/obs_008098/metadata.json,obs_006,LEARNABLE,0.01,"[128,192]",3RScan:d7d40d4e-7a5d-2b36-97e7-34324c52ac42,train,True,1,3RScan,
obs_006660,validation,train,3RScan,c7895f5f-339c-2d13-82db-e99a08b5f679,train/obs_006660,train/obs_006660/metadata.json,obs_019,EASY,0.01,"[128,192]",3RScan:c7895f5f-339c-2d13-82db-e99a08b5f679,train,False,0,3RScan,
obs_018207,train,train,3RScan,c7895f5d-339c-2d13-8003-0763dfb1b23c,train/obs_018207,train/obs_018207/metadata.json,obs_005,LEARNABLE,0.01,"[128,192]",3RScan:c7895f5f-339c-2d13-82db-e99a08b5f679,train,False,1,3RScan,
obs_010959,train,train,3RScan,0cac7538-8d6f-2d13-8c23-d635c21d0f17,train/obs_010959,train/obs_010959/metadata.json,obs_002,LEARNABLE,0.01,"[128,192]",3RScan:0cac7536-8d6f-2d13-8dc2-2f9d7aa62dc4,train,True,0,3RScan,
obs_000902,train,train,3RScan,0cac7538-8d6f-2d13-8c23-d635c21d0f17,train/obs_000902,train/obs_000902/metadata.json,obs_003,LEARNABLE,0.01,"[128,192]",3RScan:0cac7536-8d6f-2d13-8dc2-2f9d7aa62dc4,train,True,1,3RScan,
obs_002266,validation,train,3RScan,0a4b8ef6-a83a-21f2-8672-dce34dd0d7ca,train/obs_002266,train/obs_002266/metadata.json,obs_017,EASY,0.01,"[128,192]",3RScan:f38169c7-378c-2a65-8543-3c7481e856fe,train,False,0,3RScan,old_train_or_checkpoint_validation
obs_022061,validation,train,3RScan,0a4b8ef6-a83a-21f2-8672-dce34dd0d7ca,train/obs_022061,train/obs_022061/metadata.json,obs_007,LEARNABLE,0.01,"[128,192]",3RScan:f38169c7-378c-2a65-8543-3c7481e856fe,train,False,1,3RScan,old_train_or_checkpoint_validation
obs_019717,test,train,3RScan,c8b34d02-5ea0-2d69-9179-be3dfe72d97b,train/obs_019717,train/obs_019717/metadata.json,obs_007,EASY,0.01,"[128,192]",3RScan:a0906006-66f7-2272-9e46-51000ffe6623,train,True,0,3RScan,
obs_019281,test,train,3RScan,c8b34d02-5ea0-2d69-9179-be3dfe72d97b,train/obs_019281,train/obs_019281/metadata.json,obs_003,LEARNABLE,0.01,"[128,192]",3RScan:a0906006-66f7-2272-9e46-51000ffe6623,train,True,1,3RScan,
obs_006661,test,train,3RScan,b1cf9968-9fdd-2189-97dd-d5f0d48bf70a,train/obs_006661,train/obs_006661/metadata.json,obs_005,LEARNABLE,0.01,"[128,192]",3RScan:b1cf9968-9fdd-2189-97dd-d5f0d48bf70a,train,True,0,3RScan,
obs_022827,train,train,3RScan,b1cf996a-9fdd-2189-95b2-2a97331daf35,train/obs_022827,train/obs_022827/metadata.json,obs_016,LEARNABLE,0.01,"[128,192]",3RScan:b1cf9968-9fdd-2189-97dd-d5f0d48bf70a,train,True,1,3RScan,
obs_002974,train,train,3RScan,5630cfe9-12bf-2860-840b-7363340dd0c4,train/obs_002974,train/obs_002974/metadata.json,obs_002,EASY,0.01,"[128,192]",3RScan:cdcaf5c1-ddd8-2ed6-9553-bcaa06ad43da,train,False,0,3RScan,
obs_015805,train,train,3RScan,cdcaf5c1-ddd8-2ed6-9553-bcaa06ad43da,train/obs_015805,train/obs_015805/metadata.json,obs_022,EASY,0.01,"[128,192]",3RScan:cdcaf5c1-ddd8-2ed6-9553-bcaa06ad43da,train,False,1,3RScan,
obs_020871,train,train,3RScan,dcb6a329-5526-23f1-9d81-7718f682269c,train/obs_020871,train/obs_020871/metadata.json,obs_013,LEARNABLE,0.01,"[128,192]",3RScan:0ad2d382-79e2-2212-98b3-641bf9d552c1,train,True,0,3RScan,
obs_001396,train,train,3RScan,dcb6a32b-5526-23f1-9cbc-3d257a8096fa,train/obs_001396,train/obs_001396/metadata.json,obs_002,LEARNABLE,0.01,"[128,192]",3RScan:0ad2d382-79e2-2212-98b3-641bf9d552c1,train,True,1,3RScan,
obs_003684,train,train,3RScan,170725d4-9f1b-2d87-812a-b126916caa9f,train/obs_003684,train/obs_003684/metadata.json,obs_021,EASY,0.01,"[128,192]",3RScan:fcf66da6-622d-291c-8685-46cd96a8af4e,train,True,0,3RScan,parent_pilot_development
obs_009481,test,train,3RScan,fcf66da6-622d-291c-8685-46cd96a8af4e,train/obs_009481,train/obs_009481/metadata.json,obs_020,LEARNABLE,0.01,"[128,192]",3RScan:fcf66da6-622d-291c-8685-46cd96a8af4e,train,True,1,3RScan,parent_pilot_development
obs_015313,train,train,3RScan,77941466-cfdf-29cb-865f-0e2fcea3af87,train/obs_015313,train/obs_015313/metadata.json,obs_021,LEARNABLE,0.01,"[128,192]",3RScan:77941460-cfdf-29cb-86c7-1f60e2ecd07a,train,True,0,3RScan,old_train_or_checkpoint_validation
obs_001990,train,train,3RScan,77941462-cfdf-29cb-85a6-eb23498f9206,train/obs_001990,train/obs_001990/metadata.json,obs_002,EASY,0.01,"[128,192]",3RScan:77941460-cfdf-29cb-86c7-1f60e2ecd07a,train,True,1,3RScan,old_train_or_checkpoint_validation
obs_003828,train,train,3RScan,a0906000-66f7-2272-9dcf-c57990d8eab4,train/obs_003828,train/obs_003828/metadata.json,obs_004,EASY,0.01,"[128,192]",3RScan:a0905ffc-66f7-2272-9f05-966bab3ce8ad,train,True,0,3RScan,
obs_020001,train,train,3RScan,a0905ffe-66f7-2272-9c39-02f47d8bbb0f,train/obs_020001,train/obs_020001/metadata.json,obs_012,LEARNABLE,0.01,"[128,192]",3RScan:a0905ffc-66f7-2272-9f05-966bab3ce8ad,train,True,1,3RScan,
obs_011056,train,train,3RScan,6bde604b-9162-246f-8fb2-2dea80e7fb4c,train/obs_011056,train/obs_011056/metadata.json,obs_013,EASY,0.01,"[128,192]",3RScan:6bde604b-9162-246f-8fb2-2dea80e7fb4c,train,True,0,3RScan,old_train_or_checkpoint_validation
obs_009323,train,train,3RScan,6bde604b-9162-246f-8fb2-2dea80e7fb4c,train/obs_009323,train/obs_009323/metadata.json,obs_008,EASY,0.01,"[128,192]",3RScan:6bde604b-9162-246f-8fb2-2dea80e7fb4c,train,True,1,3RScan,old_train_or_checkpoint_validation
obs_019251,train,train,3RScan,569d8f0d-72aa-2f24-8ac6-c6ee8d927c4b,train/obs_019251,train/obs_019251/metadata.json,obs_007,EASY,0.01,"[128,192]",3RScan:569d8f0d-72aa-2f24-8ac6-c6ee8d927c4b,train,True,0,3RScan,
obs_015198,train,train,3RScan,569d8f0f-72aa-2f24-89a6-77f8b8779ae9,train/obs_015198,train/obs_015198/metadata.json,obs_014,LEARNABLE,0.01,"[128,192]",3RScan:569d8f0d-72aa-2f24-8ac6-c6ee8d927c4b,train,True,1,3RScan,
obs_006936,test,train,3RScan,b8837e2c-57ec-29c6-89f3-98eb20a959bb,train/obs_006936,train/obs_006936/metadata.json,obs_003,EASY,0.01,"[128,192]",3RScan:b8837e28-57ec-29c6-89cf-e1768353440f,train,True,0,3RScan,
obs_009473,test,train,3RScan,b8837e2c-57ec-29c6-89f3-98eb20a959bb,train/obs_009473,train/obs_009473/metadata.json,obs_004,LEARNABLE,0.01,"[128,192]",3RScan:b8837e28-57ec-29c6-89cf-e1768353440f,train,True,1,3RScan,
obs_018914,train,train,3RScan,0cac755e-8d6f-2d13-8c6a-c0979ca34a4f,train/obs_018914,train/obs_018914/metadata.json,obs_014,EASY,0.01,"[128,192]",3RScan:0cac755e-8d6f-2d13-8c6a-c0979ca34a4f,train,True,0,3RScan,
obs_003080,train,train,3RScan,0cac755e-8d6f-2d13-8c6a-c0979ca34a4f,train/obs_003080,train/obs_003080/metadata.json,obs_000,LEARNABLE,0.01,"[128,192]",3RScan:0cac755e-8d6f-2d13-8c6a-c0979ca34a4f,train,True,1,3RScan,
obs_008882,validation,train,3RScan,bf9a3db6-45a5-2e80-825a-e599db74ba26,train/obs_008882,train/obs_008882/metadata.json,obs_003,EASY,0.01,"[128,192]",3RScan:bf9a3db6-45a5-2e80-825a-e599db74ba26,train,True,0,3RScan,old_train_or_checkpoint_validation
obs_022951,validation,train,3RScan,bf9a3db6-45a5-2e80-825a-e599db74ba26,train/obs_022951,train/obs_022951/metadata.json,obs_015,LEARNABLE,0.01,"[128,192]",3RScan:bf9a3db6-45a5-2e80-825a-e599db74ba26,train,True,1,3RScan,old_train_or_checkpoint_validation
obs_012114,train,train,3RScan,e44d238c-52a2-2879-89d9-a29ba04436e0,train/obs_012114,train/obs_012114/metadata.json,obs_013,EASY,0.01,"[128,192]",3RScan:e44d238f-52a2-2879-88ec-e383a4d9abf3,train,False,0,3RScan,
obs_013278,train,train,3RScan,e44d238c-52a2-2879-89d9-a29ba04436e0,train/obs_013278,train/obs_013278/metadata.json,obs_020,EASY,0.01,"[128,192]",3RScan:e44d238f-52a2-2879-88ec-e383a4d9abf3,train,False,1,3RScan,
obs_015536,train,train,3RScan,0cac7540-8d6f-2d13-8eee-36ba2a428e3f,train/obs_015536,train/obs_015536/metadata.json,obs_022,EASY,0.01,"[128,192]",3RScan:0cac7540-8d6f-2d13-8eee-36ba2a428e3f,train,False,0,3RScan,
obs_007603,train,train,3RScan,0cac7540-8d6f-2d13-8eee-36ba2a428e3f,train/obs_007603,train/obs_007603/metadata.json,obs_013,EASY,0.01,"[128,192]",3RScan:0cac7540-8d6f-2d13-8eee-36ba2a428e3f,train,False,1,3RScan,
obs_004977,train,train,3RScan,bf9a3da6-45a5-2e80-80d3-4788c8e970f8,train/obs_004977,train/obs_004977/metadata.json,obs_002,EASY,0.01,"[128,192]",3RScan:bf9a3da4-45a5-2e80-8082-be634b241693,train,False,0,3RScan,
obs_007059,train,train,3RScan,bf9a3da6-45a5-2e80-80d3-4788c8e970f8,train/obs_007059,train/obs_007059/metadata.json,obs_022,LEARNABLE,0.01,"[128,192]",3RScan:bf9a3da4-45a5-2e80-8082-be634b241693,train,False,1,3RScan,
obs_011260,train,train,3RScan,5341b7c3-8a66-2cdd-8651-225a7489523a,train/obs_011260,train/obs_011260/metadata.json,obs_018,LEARNABLE,0.01,"[128,192]",3RScan:5341b7c3-8a66-2cdd-8651-225a7489523a,train,True,0,3RScan,
obs_022531,train,train,3RScan,75c25999-9ca2-2844-9761-7642c9829210,train/obs_022531,train/obs_022531/metadata.json,obs_002,LEARNABLE,0.01,"[128,192]",3RScan:5341b7c3-8a66-2cdd-8651-225a7489523a,train,True,1,3RScan,
obs_009862,train,train,3RScan,c7895f78-339c-2d13-82bb-cc990cbbc90f,train/obs_009862,train/obs_009862/metadata.json,obs_005,LEARNABLE,0.01,"[128,192]",3RScan:c7895f7c-339c-2d13-819f-3bb0b26c91f6,train,True,0,3RScan,
obs_012747,train,train,3RScan,c7895f78-339c-2d13-82bb-cc990cbbc90f,train/obs_012747,train/obs_012747/metadata.json,obs_007,LEARNABLE,0.01,"[128,192]",3RScan:c7895f7c-339c-2d13-819f-3bb0b26c91f6,train,True,1,3RScan,
obs_011748,test,train,3RScan,d7d40d73-7a5d-2b36-9709-0be87127a141,train/obs_011748,train/obs_011748/metadata.json,obs_018,LEARNABLE,0.01,"[128,192]",3RScan:5630cfcb-12bf-2860-87ee-b4e4a5bf0cb0,train,True,0,3RScan,
obs_014699,train,train,3RScan,cdcaf5b9-ddd8-2ed6-9407-e5600914b733,train/obs_014699,train/obs_014699/metadata.json,obs_023,EASY,0.01,"[128,192]",3RScan:5630cfcb-12bf-2860-87ee-b4e4a5bf0cb0,train,True,1,3RScan,
obs_023607,train,train,3RScan,8e0f1c53-9e28-2339-8588-2b24d9e9f3e8,train/obs_023607,train/obs_023607/metadata.json,obs_000,LEARNABLE,0.01,"[128,192]",3RScan:e3004a81-9f2a-2778-874e-fa76b0e67096,train,True,0,3RScan,
obs_013220,train,train,3RScan,e3004a81-9f2a-2778-874e-fa76b0e67096,train/obs_013220,train/obs_013220/metadata.json,obs_011,LEARNABLE,0.01,"[128,192]",3RScan:e3004a81-9f2a-2778-874e-fa76b0e67096,train,True,1,3RScan,
obs_005687,train,train,3RScan,75c25989-9ca2-2844-97b4-31b81f7554b8,train/obs_005687,train/obs_005687/metadata.json,obs_007,LEARNABLE,0.01,"[128,192]",3RScan:8eabc45f-5af7-2f32-8528-640861d2a135,train,True,0,3RScan,
obs_017466,train,train,3RScan,75c25989-9ca2-2844-97b4-31b81f7554b8,train/obs_017466,train/obs_017466/metadata.json,obs_022,LEARNABLE,0.01,"[128,192]",3RScan:8eabc45f-5af7-2f32-8528-640861d2a135,train,True,1,3RScan,
obs_005895,train,train,3RScan,ddc737a9-765b-241a-9dd7-bf14079f4804,train/obs_005895,train/obs_005895/metadata.json,obs_018,LEARNABLE,0.01,"[128,192]",3RScan:ddc737a7-765b-241a-9f27-0958b929deb5,train,True,0,3RScan,
obs_004734,test,train,3RScan,ddc737ab-765b-241a-9c5d-cf3cd8838f28,train/obs_004734,train/obs_004734/metadata.json,obs_000,LEARNABLE,0.01,"[128,192]",3RScan:ddc737a7-765b-241a-9f27-0958b929deb5,train,True,1,3RScan,
obs_009108,train,train,3RScan,c9fb7aa3-2a5b-2cf7-902b-f67851cd12fa,train/obs_009108,train/obs_009108/metadata.json,obs_003,LEARNABLE,0.01,"[128,192]",3RScan:c9fb7aa1-2a5b-2cf7-9222-6f111cb28b2b,train,True,0,3RScan,
obs_008503,train,train,3RScan,c9fb7aa3-2a5b-2cf7-902b-f67851cd12fa,train/obs_008503,train/obs_008503/metadata.json,obs_023,LEARNABLE,0.01,"[128,192]",3RScan:c9fb7aa1-2a5b-2cf7-9222-6f111cb28b2b,train,True,1,3RScan,
obs_002667,validation,train,3RScan,1d233ffe-e280-2b1a-8f1e-7ddb66c98d36,train/obs_002667,train/obs_002667/metadata.json,obs_008,EASY,0.01,"[128,192]",3RScan:1d233ffe-e280-2b1a-8f1e-7ddb66c98d36,train,False,0,3RScan,
obs_001977,validation,train,3RScan,1d233ffe-e280-2b1a-8f1e-7ddb66c98d36,train/obs_001977,train/obs_001977/metadata.json,obs_022,EASY,0.01,"[128,192]",3RScan:1d233ffe-e280-2b1a-8f1e-7ddb66c98d36,train,False,1,3RScan,
obs_016620,train,train,3RScan,bcb0fe1b-4f39-2c70-9f8c-2256ea9752ab,train/obs_016620,train/obs_016620/metadata.json,obs_021,LEARNABLE,0.01,"[128,192]",3RScan:bcb0fe1b-4f39-2c70-9f8c-2256ea9752ab,train,True,0,3RScan,
obs_006737,train,train,3RScan,bcb0fe1b-4f39-2c70-9f8c-2256ea9752ab,train/obs_006737,train/obs_006737/metadata.json,obs_012,LEARNABLE,0.01,"[128,192]",3RScan:bcb0fe1b-4f39-2c70-9f8c-2256ea9752ab,train,True,1,3RScan,
obs_001750,test,train,3RScan,baf673b0-8e94-22f8-8136-0b6b5028de14,train/obs_001750,train/obs_001750/metadata.json,obs_016,LEARNABLE,0.01,"[128,192]",3RScan:0cac7564-8d6f-2d13-8cb2-8b01c0a1b3d5,train,False,0,3RScan,
obs_021283,test,train,3RScan,baf673b0-8e94-22f8-8136-0b6b5028de14,train/obs_021283,train/obs_021283/metadata.json,obs_007,EASY,0.01,"[128,192]",3RScan:0cac7564-8d6f-2d13-8cb2-8b01c0a1b3d5,train,False,1,3RScan,
obs_003480,train,train,3RScan,dbeb4d1f-faf9-2324-98d1-605c3c0c0658,train/obs_003480,train/obs_003480/metadata.json,obs_002,LEARNABLE,0.01,"[128,192]",3RScan:0cac7664-8d6f-2d13-8e1d-b97c9ab20b12,train,True,0,3RScan,
obs_012817,train,train,3RScan,0cac7664-8d6f-2d13-8e1d-b97c9ab20b12,train/obs_012817,train/obs_012817/metadata.json,obs_000,LEARNABLE,0.01,"[128,192]",3RScan:0cac7664-8d6f-2d13-8e1d-b97c9ab20b12,train,True,1,3RScan,
obs_009830,test,train,3RScan,6a360567-fa53-2915-9617-da8aa432752d,train/obs_009830,train/obs_009830/metadata.json,obs_013,EASY,0.01,"[128,192]",3RScan:6a360567-fa53-2915-9617-da8aa432752d,train,True,0,3RScan,
obs_013131,test,train,3RScan,6a360567-fa53-2915-9617-da8aa432752d,train/obs_013131,train/obs_013131/metadata.json,obs_006,LEARNABLE,0.01,"[128,192]",3RScan:6a360567-fa53-2915-9617-da8aa432752d,train,True,1,3RScan,
obs_012552,train,train,3RScan,8e0f1c28-9e28-2339-8584-ff06ff93c341,train/obs_012552,train/obs_012552/metadata.json,obs_010,LEARNABLE,0.01,"[128,192]",3RScan:8e0f1c28-9e28-2339-8584-ff06ff93c341,train,True,0,3RScan,
obs_012277,train,train,3RScan,8e0f1c28-9e28-2339-8584-ff06ff93c341,train/obs_012277,train/obs_012277/metadata.json,obs_005,LEARNABLE,0.01,"[128,192]",3RScan:8e0f1c28-9e28-2339-8584-ff06ff93c341,train,True,1,3RScan,
obs_021558,train,train,3RScan,422885b9-192d-25fc-84f4-6f7c1afd29af,train/obs_021558,train/obs_021558/metadata.json,obs_005,LEARNABLE,0.01,"[128,192]",3RScan:422885b9-192d-25fc-84f4-6f7c1afd29af,train,True,0,3RScan,
obs_009861,train,train,3RScan,422885cc-192d-25fc-86e3-c83d43c86b00,train/obs_009861,train/obs_009861/metadata.json,obs_003,LEARNABLE,0.01,"[128,192]",3RScan:422885b9-192d-25fc-84f4-6f7c1afd29af,train,True,1,3RScan,
obs_017190,train,train,3RScan,73315a27-185c-2c8a-848a-46d989c1112a,train/obs_017190,train/obs_017190/metadata.json,obs_023,LEARNABLE,0.01,"[128,192]",3RScan:73315a27-185c-2c8a-848a-46d989c1112a,train,True,0,3RScan,
obs_017050,train,train,3RScan,f6f1d5ae-a401-23c0-89ad-8ddea9ae5a6c,train/obs_017050,train/obs_017050/metadata.json,obs_011,EASY,0.01,"[128,192]",3RScan:73315a27-185c-2c8a-848a-46d989c1112a,train,True,1,3RScan,
obs_014545,train,train,3RScan,fcf66db6-622d-291c-8740-9e40c21de689,train/obs_014545,train/obs_014545/metadata.json,obs_013,LEARNABLE,0.01,"[128,192]",3RScan:fcf66db2-622d-291c-8493-4f2517282f3f,train,True,0,3RScan,
obs_001232,train,train,3RScan,fcf66db8-622d-291c-8502-863b391b9ef1,train/obs_001232,train/obs_001232/metadata.json,obs_012,LEARNABLE,0.01,"[128,192]",3RScan:fcf66db2-622d-291c-8493-4f2517282f3f,train,True,1,3RScan,
obs_000323,train,train,3RScan,2e4a3962-d452-21a0-9fd2-7a325c600a49,train/obs_000323,train/obs_000323/metadata.json,obs_007,LEARNABLE,0.01,"[128,192]",3RScan:ba6fdab4-a4c1-2dca-83e2-f5878fdf688a,train,True,0,3RScan,
obs_017327,train,train,3RScan,ba6fdab4-a4c1-2dca-83e2-f5878fdf688a,train/obs_017327,train/obs_017327/metadata.json,obs_015,LEARNABLE,0.01,"[128,192]",3RScan:ba6fdab4-a4c1-2dca-83e2-f5878fdf688a,train,True,1,3RScan,
obs_009688,train,train,3RScan,77361fce-d054-2a22-8bb2-a870ab051854,train/obs_009688,train/obs_009688/metadata.json,obs_009,LEARNABLE,0.01,"[128,192]",3RScan:77361fce-d054-2a22-8bb2-a870ab051854,train,True,0,3RScan,
obs_015759,train,train,3RScan,77361fce-d054-2a22-8bb2-a870ab051854,train/obs_015759,train/obs_015759/metadata.json,obs_023,LEARNABLE,0.01,"[128,192]",3RScan:77361fce-d054-2a22-8bb2-a870ab051854,train,True,1,3RScan,
obs_023140,train,train,3RScan,bf9a3dd7-45a5-2e80-8330-58904c51c1a9,train/obs_023140,train/obs_023140/metadata.json,obs_010,EASY,0.01,"[128,192]",3RScan:bf9a3dd7-45a5-2e80-8330-58904c51c1a9,train,False,0,3RScan,
obs_001233,train,train,3RScan,bf9a3dd7-45a5-2e80-8330-58904c51c1a9,train/obs_001233,train/obs_001233/metadata.json,obs_014,LEARNABLE,0.01,"[128,192]",3RScan:bf9a3dd7-45a5-2e80-8330-58904c51c1a9,train,False,1,3RScan,
obs_000799,train,train,3RScan,787ed590-9d98-2c97-80db-89baaa605049,train/obs_000799,train/obs_000799/metadata.json,obs_019,EASY,0.01,"[128,192]",3RScan:feefd90b-9d00-2ce5-8119-b936443cc39b,train,True,0,3RScan,
obs_012372,train,train,3RScan,feefd90b-9d00-2ce5-8119-b936443cc39b,train/obs_012372,train/obs_012372/metadata.json,obs_019,LEARNABLE,0.01,"[128,192]",3RScan:feefd90b-9d00-2ce5-8119-b936443cc39b,train,True,1,3RScan,
obs_002055,train,train,3RScan,c6942e7f-695b-27bf-8145-4b47b41edad6,train/obs_002055,train/obs_002055/metadata.json,obs_005,LEARNABLE,0.01,"[128,192]",3RScan:a090600e-66f7-2272-9cfe-63b80d55da17,train,True,0,3RScan,
obs_003659,train,train,3RScan,87e6cf6d-9d1a-289f-879a-543d3fa7ba74,train/obs_003659,train/obs_003659/metadata.json,obs_009,EASY,0.01,"[128,192]",3RScan:a090600e-66f7-2272-9cfe-63b80d55da17,train,True,1,3RScan,
obs_013914,train,train,3RScan,422885ad-192d-25fc-8631-c3a978a9d3d4,train/obs_013914,train/obs_013914/metadata.json,obs_012,LEARNABLE,0.01,"[128,192]",3RScan:422885bf-192d-25fc-8509-1fd7def9cc19,train,True,0,3RScan,
obs_020461,train,train,3RScan,422885bf-192d-25fc-8509-1fd7def9cc19,train/obs_020461,train/obs_020461/metadata.json,obs_015,EASY,0.01,"[128,192]",3RScan:422885bf-192d-25fc-8509-1fd7def9cc19,train,True,1,3RScan,
obs_011603,train,train,3RScan,5341b7d7-8a66-2cdd-8413-00cf17af67ba,train/obs_011603,train/obs_011603/metadata.json,obs_015,LEARNABLE,0.01,"[128,192]",3RScan:6a360523-fa53-2915-9506-4b95fa02cc56,train,False,0,3RScan,
obs_000434,train,train,3RScan,6a36051f-fa53-2915-9497-19bbbf3df0c4,train/obs_000434,train/obs_000434/metadata.json,obs_014,EASY,0.01,"[128,192]",3RScan:6a360523-fa53-2915-9506-4b95fa02cc56,train,False,1,3RScan,
obs_018115,train,train,3RScan,9766cbf7-6321-2e2f-81e1-2b46533c64dd,train/obs_018115,train/obs_018115/metadata.json,obs_010,LEARNABLE,0.01,"[128,192]",3RScan:0988ea72-eb32-2e61-8344-99e2283c2728,train,True,0,3RScan,
obs_019476,test,train,3RScan,9766cbf5-6321-2e2f-8131-78c4e204635d,train/obs_019476,train/obs_019476/metadata.json,obs_023,LEARNABLE,0.01,"[128,192]",3RScan:0988ea72-eb32-2e61-8344-99e2283c2728,train,True,1,3RScan,
obs_003658,train,train,3RScan,7272e182-a01b-20f6-89b8-3bdec0091c89,train/obs_003658,train/obs_003658/metadata.json,obs_005,LEARNABLE,0.01,"[128,192]",3RScan:13124cc2-cec3-27a6-86ad-946fe3a73493,train,True,0,3RScan,old_train_or_checkpoint_validation|published_development_gallery
obs_013950,validation,train,3RScan,6a36053b-fa53-2915-9716-6b5361c7791a,train/obs_013950,train/obs_013950/metadata.json,obs_023,LEARNABLE,0.01,"[128,192]",3RScan:13124cc2-cec3-27a6-86ad-946fe3a73493,train,True,1,3RScan,old_train_or_checkpoint_validation|published_development_gallery
obs_000042,test,train,3RScan,20c993c5-698f-29c5-8604-3248ede4091f,train/obs_000042,train/obs_000042/metadata.json,obs_007,LEARNABLE,0.01,"[128,192]",3RScan:20c993c5-698f-29c5-8604-3248ede4091f,train,True,0,3RScan,
obs_009064,test,train,3RScan,20c993c5-698f-29c5-8604-3248ede4091f,train/obs_009064,train/obs_009064/metadata.json,obs_010,EASY,0.01,"[128,192]",3RScan:20c993c5-698f-29c5-8604-3248ede4091f,train,True,1,3RScan,
obs_002066,train,train,3RScan,7747a518-9431-24e8-866a-28726ff8089d,train/obs_002066,train/obs_002066/metadata.json,obs_009,EASY,0.01,"[128,192]",3RScan:7747a514-9431-24e8-8505-5979f3f20906,train,True,0,3RScan,old_train_or_checkpoint_validation|published_development_gallery
obs_004157,train,train,3RScan,7747a51a-9431-24e8-86e1-5a0dd7958f9e,train/obs_004157,train/obs_004157/metadata.json,obs_023,LEARNABLE,0.01,"[128,192]",3RScan:7747a514-9431-24e8-8505-5979f3f20906,train,True,1,3RScan,old_train_or_checkpoint_validation|published_development_gallery
obs_022122,train,train,3RScan,ba6fda9e-a4c1-2dca-8381-c08ad16a6170,train/obs_022122,train/obs_022122/metadata.json,obs_017,LEARNABLE,0.01,"[128,192]",3RScan:ba6fda9e-a4c1-2dca-8381-c08ad16a6170,train,True,0,3RScan,
obs_014079,train,train,3RScan,ba6fda9e-a4c1-2dca-8381-c08ad16a6170,train/obs_014079,train/obs_014079/metadata.json,obs_000,LEARNABLE,0.01,"[128,192]",3RScan:ba6fda9e-a4c1-2dca-8381-c08ad16a6170,train,True,1,3RScan,
obs_006770,train,train,3RScan,75c259b3-9ca2-2844-95ae-2c9c3eadbf00,train/obs_006770,train/obs_006770/metadata.json,obs_017,LEARNABLE,0.01,"[128,192]",3RScan:5341b7e7-8a66-2cdd-87ce-86596253cfa4,train,True,0,3RScan,
obs_000554,train,train,3RScan,5341b7e7-8a66-2cdd-87ce-86596253cfa4,train/obs_000554,train/obs_000554/metadata.json,obs_008,LEARNABLE,0.01,"[128,192]",3RScan:5341b7e7-8a66-2cdd-87ce-86596253cfa4,train,True,1,3RScan,
obs_003932,train,train,3RScan,d7d40d56-7a5d-2b36-970b-9aad70998d20,train/obs_003932,train/obs_003932/metadata.json,obs_023,EASY,0.01,"[128,192]",3RScan:d7d40d5c-7a5d-2b36-9433-ee98b893988d,train,True,0,3RScan,
obs_023136,train,train,3RScan,d7d40d56-7a5d-2b36-970b-9aad70998d20,train/obs_023136,train/obs_023136/metadata.json,obs_021,EASY,0.01,"[128,192]",3RScan:d7d40d5c-7a5d-2b36-9433-ee98b893988d,train,True,1,3RScan,
obs_001236,train,train,3RScan,ae73fa15-5a60-2398-8646-dd46c46a9a3d,train/obs_001236,train/obs_001236/metadata.json,obs_002,LEARNABLE,0.01,"[128,192]",3RScan:ae73fa17-5a60-2398-86e8-aa1145c0c9b7,train,True,0,3RScan,
